make,model,make_model_risk
SUZUKI,SV 650 SY,1.0
SUZUKI,SV 650 X AL8,0.0
SUZUKI,SV 650 X AL9,0.0
SUZUKI,SV 650 X AM0,0.0
SUZUKI,SV 650 XAU L8,0.0
SUZUKI,SV 650 Y,0.0
SUZUKI,SV1000,0.0
SUZUKI,SV650,0.12149532710280374
SUZUKI,SV650 S,0.0
SUZUKI,SV650S,0.0
SUZUKI,SV650S-K6,0.5
SUZUKI,SWACE SZ-T HEV CVT,0.12
SUZUKI,SWACE SZ5 HEV CVT,0.11764705882352941
SUZUKI,SWIFT,0.1979075850043592
SUZUKI,SWIFT ATTITUDE DUALJET SHVS,0.0
SUZUKI,SWIFT SPORT BOOSTERJET MHEV,0.08333333333333333
SUZUKI,SWIFT SZ-L,0.5
SUZUKI,SWIFT SZ-L DUALJET MHEV,0.022222222222222223
SUZUKI,SWIFT SZ-T DUALJET MHEV,0.0625
SUZUKI,SWIFT SZ-T DUALJET MHEV CVT,0.0
SUZUKI,SWIFT SZ-T DUALJET SHVS,0.06752411575562701
SUZUKI,SWIFT SZ3 DUALJET SHVS,0.03508771929824561
SUZUKI,SWIFT SZ4 AUTO,0.0
SUZUKI,SWIFT SZ5 DUALJET MHEV,0.0
SUZUKI,SWIFT SZ5 DUALJET MHEV ALLGRIP,0.07692307692307693
SUZUKI,SWIFT SZ5 DUALJET MHEV CVT,0.16666666666666666
SUZUKI,SX,0.5714285714285714
SUZUKI,SX4,0.19435276861019435
SUZUKI,SX4 S-CROSS,0.0
SUZUKI,SX4 S-CROSS MOTION BJET MHEV A,0.0
SUZUKI,SX4 S-CROSS SZ-T B-JET MHEV,0.5
SUZUKI,SX4 S-CROSS SZ4 B-JET MHEV,0.038461538461538464
SUZUKI,SX4 S-CROSS SZ5 BJET MHEV AGRP,0.0
SUZUKI,TL1000,0.0
SUZUKI,TL1000R,0.0
SUZUKI,TL1000S,0.0
SUZUKI,TR50S,0.0
SUZUKI,TRIKE,0.0
SUZUKI,TS125,0.0
SUZUKI,TS50,0.0
SUZUKI,UC125,0.0
SUZUKI,UH,0.0
SUZUKI,UH 125 AL7,0.25
SUZUKI,UH 125 AL8,0.0
SUZUKI,UH 125 AM0,0.3125
SUZUKI,UH 125 L9,0.0
SUZUKI,UH 200,0.0
SUZUKI,UH 200 AL7,0.0
SUZUKI,UH 200 AL8,0.0
SUZUKI,UH 200 K8,0.25
SUZUKI,UH 200 K9,0.0
SUZUKI,UH 200 L0,0.0
SUZUKI,UH125,0.0
SUZUKI,UH200,0.0
SUZUKI,UK,0.10344827586206896
SUZUKI,UK 110 NE L6,0.16666666666666666
SUZUKI,UK 110 NM L8,0.17857142857142858
SUZUKI,UK 110 NM L9,0.2631578947368421
SUZUKI,UK 110 NM M0,0.03571428571428571
SUZUKI,UNCLASSIFIED,0.15254237288135594
SUZUKI,UX,0.0
SUZUKI,UX 125 K8,0.0
SUZUKI,V-STROM,0.5
SUZUKI,VAN VAN,0.5
SUZUKI,VANVAN,0.0
SUZUKI,VITARA,0.09483793517406963
SUZUKI,VITARA SZ-T BOOSTERJET MHEV,0.05291005291005291
SUZUKI,VITARA SZ-T BOOSTERJET MHEV A,0.0
SUZUKI,VITARA SZ4 BOOSTERJET MHEV,0.0
SUZUKI,VITARA SZ5 BOOSTERJET MHEV,0.024390243902439025
SUZUKI,VITARA SZ5 BOOSTERJET MHEV A,0.16666666666666666
SUZUKI,VITARA SZ5 BOOSTJET MHEV AGRIP,0.025
SUZUKI,VITRA,0.0
SUZUKI,VL,0.11764705882352941
SUZUKI,VL 125 K6,0.0
SUZUKI,VL 800 K4,0.0
SUZUKI,VL 800 K5,0.0
SUZUKI,VL 800 K6,0.0
SUZUKI,VL 800 K7,0.0
SUZUKI,VL 800 L0,0.0
SUZUKI,VL125,0.0
SUZUKI,VL1500,0.0
SUZUKI,VL800,0.25
SUZUKI,VLR1800,0.0
SUZUKI,VS1400,0.0
SUZUKI,VS800,0.0
SUZUKI,VX800,0.0
SUZUKI,VZ,0.0
SUZUKI,VZ 800 K5,0.0
SUZUKI,VZ 800 K6,0.0
SUZUKI,VZ 800 K7,0.0
SUZUKI,VZ800,0.0
SUZUKI,VZR,0.16666666666666666
SUZUKI,VZR 1800 K7,0.0
SUZUKI,VZR 1800 Z L0,0.0
SUZUKI,VZR 1800 Z L1,0.0
SUZUKI,VZR 1800 Z L2,0.0
SUZUKI,VZR 1800 Z L3,0.0
SUZUKI,VZR1800,0.0
SUZUKI,WAGON R,0.3157894736842105
SUZUKI,WAGON-R+,0.2831050228310502
SUZUKI,X90,0.5
SUZUKI,XC,0.0
SUZUKI,XF 650 V,0.0
SUZUKI,tu 250 grasstacker,0.0
SUZUKI DR 600S,UNCLASSIFIED,0.0
SVE TRIKE,UNCLASSIFIED,0.0
SWIFT,UNCLASSIFIED,0.0
SWIFT GROUP,UNCLASSIFIED,0.0
SWIFT GROUP LTD,UNCLASSIFIED,0.125
SWIFT GRP LTD,UNCLASSIFIED,0.0
SWIFT KON-TIKI 669,UNCLASSIFIED,0.0
SWIFT LIFESTYLE 622,UNCLASSIFIED,0.0
SWIFT LIFESTYLE 696,UNCLASSIFIED,0.0
SWIFT RIO 320,UNCLASSIFIED,0.0
SWM,GRAN TURISMO,0.0
SWM,RS,0.0
SWM,RS 125 R,0.0
SWM,SUPERDUAL,0.0
SWM,SUPERDUAL T,0.0
SYLVA,STRIKER,0.0
SYM,AD05W JET 4 50,0.0
SYM,AD12W JET 4 125,0.0
SYM,AV,0.05
SYM,AV05W SYMPLY 50,0.3333333333333333
SYM,AW12W FIDDLE II 125 S,0.0
SYM,AY,0.0
SYM,CROX,0.3333333333333333
SYM,CROX 125 E4,0.2631578947368421
SYM,CRUiSYM 300,0.0
SYM,DD50,0.0
SYM,EURO,0.0
SYM,FIDDLE,0.0
SYM,FIDDLE 125 E5,0.0
SYM,FIDDLE II 125,0.5
SYM,FIDDLE III 50 E4,0.0
SYM,FW,0.0
SYM,GTS EVO 125I,0.0
SYM,HD II 180,0.0
SYM,HU05W MIO 50,0.0
SYM,HU10W MIO 100,0.0
SYM,JD,0.0
SYM,JET,0.25
SYM,JET 100 - EURO X,1.0
SYM,JET 14 125 AC E5,0.5
SYM,JET 14 125 E4,0.28
SYM,JET 14 125 E4 LC,0.1
SYM,JET 4 125,0.0
SYM,JET 4 125 E4,0.1111111111111111
SYM,JET 4 50 E4,0.14285714285714285
SYM,JET 50 SPORT X,0.0
SYM,JOYMAX,0.25
SYM,JOYMAX GTS 125I,0.0
SYM,JOYRIDE,0.0
SYM,MASK 125,0.1
SYM,MASK 50,0.0
SYM,MAXSYM,0.0
SYM,MAXSYM 600i E4,0.0
SYM,MEGALO,0.0
SYM,MIO,0.25
SYM,MIO 50,0.0
SYM,SHARK,1.0
SYM,SHARK 50,0.5
SYM,SYMNH T 125,0.0
SYM,SYMNH X 125,0.0
SYM,SYMPHANY 125SR,0.0
SYM,SYMPHONY 125 E5,0.0
SYM,SYMPHONY 125 SR,0.0
SYM,SYMPHONY 125 SR E4,0.0
SYM,SYMPHONY SR50,0.0
SYM,SYMPHONY ST 125 E4,0.0
SYM,SYMPLY,0.14285714285714285
SYM,SYMPLY 2 125 E4,0.0
SYM,SYMPLY 50,0.25
SYM,VS125,1.0
SYM,WOLF,0.0
SYM,WOLF 125 E4,0.25
SYM,XS,0.25
SYM,XS 125 K,0.0
T & J LOCUCT,UNCLASSIFIED,0.0
TAIWAN GOLDEN BEE,ESA,0.0
TAIWAN GOLDEN BEE,FBG-D 503,0.0
TAIWAN GOLDEN BEE 303 R HAWK 125,UNCLASSIFIED,0.0
TALBOT,90,0.0
TALBOT,CAMPER,0.3333333333333333
TALBOT,EXPRESS,0.34782608695652173
TALBOT,EXPRESS 1000 P,0.45454545454545453
TALBOT,EXPRESS 1300 D,0.4
TALBOT,EXPRESS 1300 P,0.375
TALBOT,EXPRESS 1500 D,0.3333333333333333
TALBOT,EXPRESS 1500 P,0.0
TALBOT,EXPRESS AUTO SLEEPERS,0.0
TALBOT,EXPRESS CAMPER,0.5
TALBOT,EXPRESS MOTOR CARAVAN,0.5
TALBOT,MOTOR CARAVAN,0.4
TALBOT,MOTORHOME,0.2
TALBOT,MOTORHOME/LANDLINER,0.0
TALBOT,MOTOTCARAVAN,0.0
TALBOT,SAMBA,0.3333333333333333
TALBOT,UNCLASSIFIED,1.0
TATA,LOADBETA,0.5
TATA,TL,0.0
TATA,TRCCK,0.5
TESLA,MODEL 3,0.0392156862745098
TESLA,MODEL 3 LONG RANGE AWD,0.1287519747235387
TESLA,MODEL 3 PERFORMANCE AWD,0.1568627450980392
TESLA,MODEL 3 STANDARD RANGE +,0.13616557734204793
TESLA,MODEL S,0.17755443886097153
TESLA,MODEL S LONG RANGE AWD,0.09859154929577464
TESLA,MODEL S PERFORMANCE AWD,0.5
TESLA,MODEL S STANDARD RANGE AWD,0.2857142857142857
TESLA,MODEL X,0.15343915343915343
TESLA,MODEL X LONG RANGE AWD,0.46153846153846156
TESLA,MODEL X PERFORM LUDICROUS AWD,0.06451612903225806
TESLA,MODEL X PERFORMANCE AWD,0.0
TESLA,MODEL X STANDARD RANGE AWD,0.0
TESLA,MODEL Y LONG RANGE AWD,0.041666666666666664
TESLA,MODEL Y RWD,0.0
TESLA,ROADSTER,0.0
TGB,202,0.2
TGB,CU8,0.3333333333333333
TGB,F409,0.0
TGB,FBE,0.0
TGB,FBF,0.0
TGB,FTG,0.0
TGB,UNCLASSIFIED,0.0
TGB,X-MOTION,0.0
THE EXPLORER GROUP,UNCLASSIFIED,0.0
THEEXPLORERGROUPLTD,UNCLASSIFIED,0.0
THOR,HURRICANE,0.0
THOR ACE 30.1,UNCLASSIFIED,0.5
THOR MOTOR COACH,UNCLASSIFIED,0.0
THOR PALAZZO 36.3,UNCLASSIFIED,0.0
TIGER SUPER SIX,UNCLASSIFIED,0.0
TM,EN300,0.0
TMC,4X4,0.5
TOMOS,A3KLSG,0.0
TOMOS,COLIBRI,0.0
TOMOS,UNCLASSIFIED,0.0
TORANO 110,UNCLASSIFIED,0.0
TOYOTA,300,0.0
TOYOTA,4-RUNNER,0.15
TOYOTA,4RUNNER,0.0
TOYOTA,AE86,0.0
TOYOTA,AERAS,0.5
TOYOTA,AERAS ESTIMA,1.0
TOYOTA,AEROTOURER,0.0
TOYOTA,ALPARD,0.0
TOYOTA,ALPHARD,0.18048780487804877
TOYOTA,ALPHARD  E-FOUR HYBRID,0.0
TOYOTA,ALPHARD - V,0.3333333333333333
TOYOTA,ALPHARD 240S AUTO,0.0
TOYOTA,ALPHARD AH20 AUTO,0.0
TOYOTA,ALPHARD AS PLATINUM AUTO,0.5
TOYOTA,ALPHARD E FOUR HYBRID,0.0
TOYOTA,ALPHARD G,0.2857142857142857
TOYOTA,ALPHARD G AUTO,0.0
TOYOTA,ALPHARD HYBRID,0.125
TOYOTA,ALPHARD HYBRID 4X4 AUTO,0.0
TOYOTA,ALPHARD MOTORCARAVAN,0.5
TOYOTA,ALPHARD MPV,1.0
TOYOTA,ALPHARD SC PACKAGE,0.0
TOYOTA,ALPHARD V,0.0
TOYOTA,ALPHARD [G],0.0
TOYOTA,ALPHARD-V,0.0
TOYOTA,ALPHRAD,0.0
TOYOTA,ALPPHARD,0.0
TOYOTA,ALTEZZA,0.16666666666666666
TOYOTA,AMAZON,0.0
TOYOTA,AQUA,0.15555555555555556
TOYOTA,ARISTO,0.1
TOYOTA,ARPHARD,0.0
TOYOTA,AURIS,0.16515456989247312
TOYOTA,AURIS DESIGN VVT-I HYBRID CVT,0.0
TOYOTA,AURIS EXCL TSS HYBRD,0.0
TOYOTA,AURIS ICON VVT-I CVT,0.0
TOYOTA,AVALON,0.0
TOYOTA,AVENSIS,0.2242336471156167
TOYOTA,AVENSIS SI,0.0
TOYOTA,AYGO,0.2184046961325967
TOYOTA,AYGO JBL EDITION TSS VVT-I,0.06976744186046512
TOYOTA,AYGO JBL EDITION TSS VVT-I CVT,0.0
TOYOTA,AYGO X EDGE VVT-I,0.0
TOYOTA,AYGO X EXCLUSIVE VVT-I AUTO,0.0
TOYOTA,BB,0.09090909090909091
TOYOTA,BB OPENDECK,0.0
TOYOTA,BEBE,0.5
TOYOTA,BLADE,0.0
TOYOTA,BX,0.0
TOYOTA,BZ4X PREMIERE EDITION AWD,0.0
TOYOTA,C-HR,0.08665537940587964
TOYOTA,C-HR DYNAMIC 5DR 1.8 HY,0.0
TOYOTA,C-HR GR SPORT HEV CVT,0.0
TOYOTA,C-HR ORANGE EDITION HEV CVT,0.06930693069306931
TOYOTA,CALDINA,0.0
TOYOTA,CALDINA GT4,0.0
TOYOTA,CAMRY,0.11678832116788321
TOYOTA,CARINA,0.3333333333333333
TOYOTA,CARINA E,0.25
TOYOTA,CELICA,0.2638190954773869
TOYOTA,CENTURY,0.0
TOYOTA,CHASER,0.19047619047619047
TOYOTA,CHASER KD-LX100,0.0
TOYOTA,COLORADO,0.0
TOYOTA,COROLLA,0.21138436032053054
TOYOTA,COROLLA  RUMION,0.5
TOYOTA,COROLLA DESIGN HEV CVT,0.07692307692307693
TOYOTA,COROLLA EXCEL HEV CVT,0.08173076923076923
TOYOTA,COROLLA FIELDER,0.0
TOYOTA,COROLLA GR SPORT HEV CVT,0.06315789473684211
TOYOTA,COROLLA ICON HEV CVT,0.052
TOYOTA,COROLLA ICON TECH HEV CVT,0.06598984771573604
TOYOTA,COROLLA T-SPIRIT,0.5
TOYOTA,COROLLA TREK HEV CVT,0.09090909090909091
TOYOTA,COROLLA VERSO,0.0
TOYOTA,CORROLLA,0.0
TOYOTA,CROWN,0.11764705882352941
TOYOTA,CRUSAR,0.5
TOYOTA,DYNA,0.27699530516431925
TOYOTA,E-FOUR ALPHARD HYBRID,0.0
TOYOTA,EASTIMA,0.5
TOYOTA,EMINA,0.0
TOYOTA,ENIGMA,0.0
TOYOTA,ESQUIRE,0.0
TOYOTA,ESTIMA,0.14285714285714285
TOYOTA,ESTIMA 2WD AUTO,0.0
TOYOTA,ESTIMA AERAS AUTO,0.0
TOYOTA,ESTIMA AREAS AUTO,0.0
TOYOTA,ESTIMA E-FOUR G,0.0
TOYOTA,ESTIMA HYBRID,0.0
TOYOTA,ESTIMA HYBRID E-FOUR X AUTO,0.0
TOYOTA,ESTIMA V6 G AUTO,0.0
TOYOTA,ESTMIA,0.0
TOYOTA,FJ CRUISER,0.16666666666666666
TOYOTA,GLANZA,0.0
TOYOTA,GR YARIS 4WD,0.0
TOYOTA,GR YARIS CIRCUIT 4WD,0.03333333333333333
TOYOTA,GR YARIS CONVENIENCE 4WD,0.0
TOYOTA,GRAND HI-ACE,0.0
TOYOTA,GRAND HIACE,0.0
TOYOTA,GRANDVIA,0.6666666666666666
TOYOTA,GRANVIA,0.23529411764705882
TOYOTA,GRAVIA,0.5
TOYOTA,GT86,0.11764705882352941
TOYOTA,GT86 AERO,0.0
TOYOTA,GX 100 MARK 2,0.5
TOYOTA,HARRIER,0.36363636363636365
TOYOTA,HI ACE,0.0
TOYOTA,HI ACE REGIUS,0.5
TOYOTA,HI LUX,0.0
TOYOTA,HI LUX SURF,0.0
TOYOTA,HI LUX SURF SSRG,0.5
TOYOTA,HI-ACE,0.2326388888888889
TOYOTA,HI-ACE.REGIUS,0.5
TOYOTA,HI-LUX,0.3333333333333333
TOYOTA,HI-LUX D/C PICK-UP,0.5
TOYOTA,HI-LUX HL2,0.0
TOYOTA,HI-LUX INVINCIBLE D/CAB,0.0
TOYOTA,HI=ACE,0.5
TOYOTA,HIACE,0.21360759493670886
TOYOTA,HIACE WINDOW VAN,0.0
TOYOTA,HIGHLANDER,0.3333333333333333
TOYOTA,HIGHLANDER EXCEL HEV CVT,0.0
TOYOTA,HIGHLANDER EXCEL PREM HEV CVT,0.0
TOYOTA,HILUX,0.2240320427236315
TOYOTA,HILUX ACTIVE D-4D 4WD DCB,0.13333333333333333
TOYOTA,HILUX ACTIVE D-4D 4WD ECB,0.13793103448275862
TOYOTA,HILUX ACTIVE D-4D 4WD S/C,0.09090909090909091
TOYOTA,HILUX ICON D-4D 4WD DCB,0.0
TOYOTA,HILUX ICON D-4D 4WD DCB AUTO,0.09375
TOYOTA,HILUX INVINCIB X D-4D4WD DCB A,0.0683453237410072
TOYOTA,HILUX INVINCIBLE D-4D 4WD DCB,0.09523809523809523
TOYOTA,HILUX INVINCIBLE D-4D 4WDDCB A,0.022727272727272728
TOYOTA,HILUX INVINCIBLE X D-4D4WD DCB,0.05454545454545454
TOYOTA,IPSUM,0.23076923076923078
TOYOTA,IQ,0.15845697329376854
TOYOTA,IQ LEATHER PACKAGE,0.5
TOYOTA,ISIS,0.0
TOYOTA,ISIS PLANTANA,0.0
TOYOTA,IST,0.0
TOYOTA,JEEP,0.0
TOYOTA,JPSUM,0.0
TOYOTA,JZX90,0.0
TOYOTA,KLUGER,0.0
TOYOTA,LAND CRUISER,0.19653179190751446
TOYOTA,LAND CRUISER TX,0.0
TOYOTA,LANDCRUISER,0.2263681592039801
TOYOTA,LANDCRUISER AMAZON,0.16326530612244897
TOYOTA,LANDCRUISER COLORADO,0.3246753246753247
TOYOTA,LANDCRUISER ESTATE,0.14606741573033707
TOYOTA,LANDCRUSER AMASON,0.0
TOYOTA,LEVIN,0.0
TOYOTA,LITE-ACE,0.5
TOYOTA,LUCIDA,0.23809523809523808
TOYOTA,LUCINDA,0.5
TOYOTA,MARK II,0.0
TOYOTA,MARK X,0.0
TOYOTA,MIRAI,0.0
TOYOTA,MOTOR CARAVAN,0.0
TOYOTA,MOTOR HOME,0.0
TOYOTA,MOTORCARAVAN,0.3333333333333333
TOYOTA,MPV,0.25
TOYOTA,MPV PEOPLE CARRIAR,1.0
TOYOTA,MR2,0.27056672760511885
TOYOTA,NOAH,0.23076923076923078
TOYOTA,NOAH  HYBRID,0.0
TOYOTA,NOAH VOXY,0.0
TOYOTA,OPENDECK,0.0
TOYOTA,PASEO,0.2222222222222222
TOYOTA,PASSO,0.0
TOYOTA,PERADO,0.5
TOYOTA,PICKUP,0.0
TOYOTA,PICNIC,0.2857142857142857
TOYOTA,PORTE,0.0
TOYOTA,PRADO,0.3333333333333333
TOYOTA,PREMIO,0.5
TOYOTA,PREVIA,0.3146997929606625
TOYOTA,PRIOUS,0.0
TOYOTA,PRIUS,0.1333185119312287
TOYOTA,PRIUS  T3 VVT-CVT,0.0
TOYOTA,PRIUS +,0.03333333333333333
TOYOTA,PRIUS + PLUS,0.0
TOYOTA,PRIUS +CVT,0.0
TOYOTA,PRIUS ACTIVE VVT-I CVT,0.0
TOYOTA,PRIUS AUTO,0.0
TOYOTA,PRIUS C,0.0
TOYOTA,PRIUS HYBRID,0.0
TOYOTA,PRIUS HYBRID S AUTO,0.0
TOYOTA,PRIUS PLUG-IN,0.0
TOYOTA,PRIUS PLUS,0.08962264150943396
TOYOTA,PRIUS PLUS +,0.0
TOYOTA,PRIUS PLUS+,0.0
TOYOTA,PRIUS T3 VVT- I CVT,0.0
TOYOTA,PRIUS T4 VVT-I CVT,0.0
TOYOTA,PRIUS+,0.0
TOYOTA,PRO ACE,0.0
TOYOTA,PRO-ACE,0.5
TOYOTA,PROACE,0.1898332009531374
TOYOTA,PROACE CITY ACTIVE,0.16216216216216217
TOYOTA,PROACE CITY ICON,0.10204081632653061
TOYOTA,PROACE CITY ICON EV,0.0
TOYOTA,PROACE ICON EV,0.25
TOYOTA,Prius Alpha,0.0
TOYOTA,RACTIS,0.0
TOYOTA,RAUM,0.5
TOYOTA,RAV 4,0.4375
TOYOTA,RAV-4,0.23159099580312859
TOYOTA,RAV4,0.15474137931034482
TOYOTA,RAV4 BLACK EDITION HEV 4X2 CVT,0.0975609756097561
TOYOTA,RAV4 BLACK EDITION HEV CVT,0.0
TOYOTA,RAV4 DESIGN PHEV AUTO,0.0
TOYOTA,RAV4 DYNAMIC PHEV AUTO,0.0
TOYOTA,REGIOUS,0.0
TOYOTA,REGIS,0.25
TOYOTA,REGIUS,0.14285714285714285
TOYOTA,REGIUS HIACE,0.0
TOYOTA,REGUS,0.0
TOYOTA,REIGUS,0.0
TOYOTA,SERA,0.3333333333333333
TOYOTA,SIENNA,0.0
TOYOTA,SIENTA,0.0
TOYOTA,SIENTA HYBRID AUTO,0.0
TOYOTA,SIENTA X,0.0
TOYOTA,SOARA,0.0
TOYOTA,SOARER,0.14285714285714285
TOYOTA,SPACE CRUISER,0.0
TOYOTA,SPADE,0.0
TOYOTA,SPRINTER TRUENO,0.0
TOYOTA,STARLET,0.23116883116883116
TOYOTA,SUPER CUSTOM,0.0
TOYOTA,SUPRA,0.2191780821917808
TOYOTA,SUPRA FUJI SPEEDWAY AUTO,0.0
TOYOTA,SUPRA PRO AUTO,0.045454545454545456
TOYOTA,SURF,0.3142857142857143
TOYOTA,TACOMA,0.2222222222222222
TOYOTA,TERCEL,0.0
TOYOTA,TOURING HIACE,0.0
TOYOTA,TOWN ACE,0.0
TOYOTA,TOWNACE,0.2222222222222222
TOYOTA,TOYOTA,0.0
TOYOTA,TOYOTA ALPHARD,0.0
TOYOTA,TUNDRA,0.0
TOYOTA,UNCLASSIFIED,0.15
TOYOTA,URBAN CRUISER,0.16964285714285715
TOYOTA,V300,0.5
TOYOTA,VELFIRE,0.14285714285714285
TOYOTA,VELLFAIR,0.0
TOYOTA,VELLFIRE,0.0759493670886076
TOYOTA,VELLFIRE GOLDEN EYES,0.5
TOYOTA,VELLFIRE Z AUTO,0.0
TOYOTA,VENZA,1.0
TOYOTA,VERSO,0.1732477788746298
TOYOTA,VIGO,0.0
TOYOTA,VISTA,0.5
TOYOTA,VITZ,0.13740458015267176
TOYOTA,VITZ  PETROL AUTO,0.5
TOYOTA,VOXY,0.07526881720430108
TOYOTA,WILL,0.5
TOYOTA,WILL V1,0.0
TOYOTA,WILL VI,0.5
TOYOTA,WISH,0.10526315789473684
TOYOTA,YARIS,0.1770490980706992
TOYOTA,YARIS CROSS DESIGN HEV AUTO,0.125
TOYOTA,YARIS CROSS EXCEL HEV AUTO,0.0
TOYOTA,YARIS DESIGN HEV CVT,0.04906542056074766
TOYOTA,YARIS DYNAMIC HEV CVT,0.0410958904109589
TOYOTA,YARIS EXCEL HEV CVT,0.1111111111111111
TOYOTA,YARIS ICON HEV CVT,0.0513595166163142
TOYOTA,YARIS LAUNCH EDITION HEV CVT,0.0
TOYOTA,YARIS VERSO,0.5
TOYOTA,YARRIS,0.0
TOYOTA,alpha rd,0.0
TOYOTA,mark x zio,0.0
TOYOTA COROLLA T3 16V VVT-I 1.6L,5 DOOR MANUAL HATCHBACK,0.5
TOYOTA HILUX INVINCIBLE D-4D 4X4 DCB,UNCLASSIFIED,0.5
TOYOTA PRIUS HYBRID 1.8L,5 DOOR AUTO HATCHBACK,0.0
TOYOTA YARIS SR VVT-I,UNCLASSIFIED,0.0
TOYTA,AYGO BLUE,0.0
TRABANT,1.1 LIMOUSINE,0.0
TRANSBUS INT,UNCLASSIFIED,0.0
TREK,SAFARI,1.0
TRIGANO,CAMPER,0.3333333333333333
TRIGANO,CAMPER VAN,0.5
TRIGANO,CHAUSSON,0.0
TRIGANO,FIAT,1.0
TRIGANO,FIAT CAMPER,0.0
TRIGANO,FIAT DUCATO,0.0
TRIGANO,MOTOR HOME,0.0
TRIGANO,MOTORHOME,0.0
TRITON,UNCLASSIFIED,0.0
TRIUMPH,-,0.0
TRIUMPH,900,0.0
TRIUMPH,995,0.0
TRIUMPH,ADVENTURER,0.14285714285714285
TRIUMPH,AMERICA,0.0
TRIUMPH,BONNEVILLE,0.03431372549019608
TRIUMPH,BONNEVILLE AMERICA,0.0
TRIUMPH,BONNEVILLE BOBBER TFC,0.0
TRIUMPH,BONNEVILLE SPEEDMASTER,0.0
TRIUMPH,BONNEVILLE STREET TWIN,0.0
TRIUMPH,BONNEVILLE STREET TWIN A2L,0.0
TRIUMPH,BONNEVILLE T 100 (865),0.08571428571428572
TRIUMPH,BONNEVILLE T100,0.1111111111111111
TRIUMPH,BONNEVILLE T100 BUD EKINS,0.0
TRIUMPH,BONNEVILLE T120,0.0
TRIUMPH,BONNEVILLE T120 BUD EKINS,0.0
TRIUMPH,BONNEVILLE T214,0.0
TRIUMPH,BONNEVILLE-T120,0.0
TRIUMPH,DATONA,0.0
TRIUMPH,DAYTONA,0.10606060606060606
TRIUMPH,DAYTONA 675,0.0
TRIUMPH,DAYTONA 955,0.5
TRIUMPH,DAYTONA 955I,0.0
TRIUMPH,DAYTONA MOTO2 765,0.0
TRIUMPH,LEGEND,0.0
TRIUMPH,ROCKET,0.0
TRIUMPH,ROCKET 111,0.07142857142857142
TRIUMPH,ROCKET 111 ROADSTER,0.25
TRIUMPH,ROCKET 111 TOURING,0.0
TRIUMPH,ROCKET 3 GT,0.05555555555555555
TRIUMPH,ROCKET 3 TFC,0.08333333333333333
TRIUMPH,ROCKET III,0.043478260869565216
TRIUMPH,S,0.06976744186046512
TRIUMPH,SCRAMBLER,0.0
TRIUMPH,SCRAMBLER 1200 STEVE MCQUEEN,0.0
TRIUMPH,SCRAMBLER 900,0.0
TRIUMPH,SPEED,0.05555555555555555
TRIUMPH,SPEED FOUR,0.13333333333333333
TRIUMPH,SPEED MASTER,0.16666666666666666
TRIUMPH,SPEED MASTER 865,0.1111111111111111
TRIUMPH,SPEED TRIPLE,0.07407407407407407
TRIUMPH,SPEED TRIPLE 1050,0.14285714285714285
TRIUMPH,SPEED TRIPLE 955I,0.0
TRIUMPH,SPEED TRIPLE R 1050 ABS,0.5
TRIUMPH,SPEED TRIPLE RS 1160,0.0
TRIUMPH,SPEED TWIN,0.0
TRIUMPH,SPEEDMASTER,0.058823529411764705
TRIUMPH,SPEEDMASTER 1200 BONNEVILLE,0.0
TRIUMPH,SPEEDTRIPLE,0.0
TRIUMPH,SPRINT,0.0670391061452514
TRIUMPH,SPRINT GT 1050 ABS,0.14285714285714285
TRIUMPH,SPRINT RS,0.0
TRIUMPH,SPRINT ST 1050,0.0
TRIUMPH,SPRINT ST 1050 (ABS),0.0
TRIUMPH,STEET TRIPLE,0.0
TRIUMPH,STREET,0.07446808510638298
TRIUMPH,STREET SCRAMBLER,0.0
TRIUMPH,STREET TRIPE,0.0
TRIUMPH,STREET TRIPLE,0.08955223880597014
TRIUMPH,STREET TRIPLE 675 R,0.0
TRIUMPH,STREET TRIPLE R,0.13636363636363635
TRIUMPH,STREET TRIPLE R ABS,0.0
TRIUMPH,STREET TRIPLE R LRH,0.0
TRIUMPH,STREET TRIPLE RS,0.03225806451612903
TRIUMPH,STREET TRIPLE-RS,0.0
TRIUMPH,STREET TRIPLER,1.0
TRIUMPH,STREET TWIN,0.0
TRIUMPH,STREETTRIPLE,0.0
TRIUMPH,T312 TROPHY,0.0
TRIUMPH,THRUXTON,0.04225352112676056
TRIUMPH,THRUXTON RS,0.0
TRIUMPH,THUNDERBIRD,0.05555555555555555
TRIUMPH,THUNDERBIRD 1600,0.125
TRIUMPH,THUNDERBIRD 900,0.0
TRIUMPH,THUNDERBIRD ABS 1600,0.0
TRIUMPH,THUNDERBIRD ABS 1700,0.3333333333333333
TRIUMPH,THUNDERBIRD STORM ABS,0.0
TRIUMPH,TIGAR,0.5
TRIUMPH,TIGER,0.05249343832020997
TRIUMPH,TIGER 1050,0.3
TRIUMPH,TIGER 1050 ABS,0.0
TRIUMPH,TIGER 1200 ALPINE,0.0
TRIUMPH,TIGER 1200 EXPLORER,0.0
TRIUMPH,TIGER 800,0.058823529411764705
TRIUMPH,TIGER 800 ABS,0.04
TRIUMPH,TIGER 800 XC,0.0
TRIUMPH,TIGER 800 XC ABS,0.0
TRIUMPH,TIGER 850 SPORT,0.0
TRIUMPH,TIGER 900 GT,0.0
