make,model,make_model_risk
288 GT REPLICA,288 GTO,0.0
ABARTH,124 GT MULTIAIR,0.0
ABARTH,124 GT MULTIAIR AUTO,0.0
ABARTH,124 SPIDER MULTIAIR,0.0
ABARTH,124 SPIDER MULTIAIR AUTO,0.03636363636363636
ABARTH,124 SPIDER SCORPIONE MULTIAIR,0.0
ABARTH,500,0.23707664884135474
ABARTH,595,0.14841849148418493
ABARTH,595 MONSTER YAMAHA,0.16666666666666666
ABARTH,595 PISTA 70TH ANNIVERSARY,0.09375
ABARTH,595 SCORPIONEORO,0.1111111111111111
ABARTH,595C,0.18181818181818182
ABARTH,595C PISTA 70TH ANNIVERSARY,0.0
ABARTH,695,0.17647058823529413
ABARTH,695 70TH ANNIVERSARY,0.0
ABARTH,695 ANNIVERSARIO,0.0
ABARTH,F595C S-A,0.0
ABARTH,FIAT,0.0
ABARTH,GRAND PUNTO,0.5
ABARTH,PUNTO,0.125
ABARTH,UNCLASSIFIED,0.0
AC,AC ACE,0.0
AC,COBRA,0.0
ACCESSIBLE BERLINGO,UNCLASSIFIED,0.5
ACTROS,UNCLASSIFIED,0.0
ADRIA,SONIC SUPREME 810 SL AUTO,0.0
ADRIA,SONIC SUPREME I 710 SL,0.0
ADRIA,UNCLASSIFIED,0.05263157894736842
ADRIA COMPACT SP,UNCLASSIFIED,0.0
AEON,COBRA,0.0
AEROCYCLE MERLIN MG3,UNCLASSIFIED,0.0
AIXAM,500 EVOLUTION,0.0
AIXAM,500.5 SUPER LUXE,0.0
AIXAM,A751 SUPER LUXE,0.0
AIXAM,CROSSLINE,0.23076923076923078
AIXAM,CROSSLINE SUPER LUXE,0.0
AIXAM,CROSSLINE SUPER LUXE D CVT,0.5
AIXAM,CROSSOVER GT D CVT,0.5
AIXAM,CROSSOVER GTR CVT,0.0
AIXAM,MEGA,0.0
AIXAM,MEGA MULTITRUCK 600D L A,0.5
AJP,PR3,0.0
AJP,PR4,0.0
AJP,UNCLASSIFIED,0.0
AJS,CADWELL,0.25
AJS,DD,0.25
AJS,DD 125 E,0.0
AJS,DD 125 E 08,0.0
AJS,DD 125 E-5,0.0
AJS,DD 125 E-5C DAYTONA 125,0.0
AJS,DD125,0.0
AJS,DIGITA,0.14285714285714285
AJS,FIREFOX,0.1111111111111111
AJS,FLIGHT,0.0
AJS,HIGHWAY STAR,0.0
AJS,INSETTO,0.0
AJS,ISABA,0.0
AJS,JS,0.3333333333333333
AJS,JS 125-E,0.2
AJS,JS 125-E2,0.25
AJS,JS125,0.0
AJS,JSM,0.5
AJS,MODENA 125,0.07692307692307693
AJS,SCRAMBLER 125,0.3333333333333333
AJS,TEMPEST SCRAMBLER,0.0
AJS,UNCLASSIFIED,0.0
AJS,XGJ,0.0
AJS,ZN,0.0
AJS,modena,0.25806451612903225
AK SPORTSCARDS,COBRA,0.0
ALDOM,GTR,0.0
ALEXANDER DENNIS,DART,0.5
ALEXANDER DENNIS,UNCLASSIFIED,0.09090909090909091
ALFA ROMEO,145,0.0
ALFA ROMEO,146,0.25
ALFA ROMEO,147,0.3358208955223881
ALFA ROMEO,155,0.0
ALFA ROMEO,156,0.30701754385964913
ALFA ROMEO,159,0.3154034229828851
ALFA ROMEO,164,0.3333333333333333
ALFA ROMEO,166,0.34782608695652173
ALFA ROMEO,33,0.0
ALFA ROMEO,4C,0.05263157894736842
ALFA ROMEO,75,0.0
ALFA ROMEO,8C,0.0
ALFA ROMEO,BRERA,0.2907801418439716
ALFA ROMEO,GIULIA,0.12433392539964476
ALFA ROMEO,GIULIA LUSSO TI TD AUTO,0.0
ALFA ROMEO,GIULIA SPRINT TB AUTO,0.3333333333333333
ALFA ROMEO,GIULIA SPRINT TD AUTO,0.0
ALFA ROMEO,GIULIA VELOCE TB AUTO,0.0
ALFA ROMEO,GIULIETTA,0.21881149153876425
ALFA ROMEO,GIULIETTA SPRINT JTDM-2 S-A,0.5
ALFA ROMEO,GIULIETTA SPRINT TB,0.125
ALFA ROMEO,GIULLIA LUSO TI TB AUTO,0.0
ALFA ROMEO,GT,0.2972972972972973
ALFA ROMEO,GTV,0.288135593220339
ALFA ROMEO,GUILIETTA,0.0
ALFA ROMEO,MITO,0.264945652173913
ALFA ROMEO,MONTREAL,0.0
ALFA ROMEO,SPIDER,0.2230769230769231
ALFA ROMEO,STELVIO,0.0946969696969697
ALFA ROMEO,STELVIO LUSSO TI TB AWD AUTO,0.0
ALFA ROMEO,STELVIO LUSSO TI TD AWD AUTO,0.5
ALFA ROMEO,STELVIO SPRINT TB AWD AUTO,0.14285714285714285
ALFA ROMEO,STELVIO SPRINT TD AWD AUTO,0.0
ALFA ROMEO,STELVIO TI TB AWD AUTO,0.07142857142857142
ALFA ROMEO,STELVIO VELOCE TB AWD AUTO,0.17647058823529413
ALFA ROMEO,STELVIO VELOCE TD AWD AUTO,0.11764705882352941
ALFA ROMEO,SZ,0.0
ALFA ROMEO,UNCLASSIFIED,0.4
ALFA ROMEO GIULIETTA MULTIAIR TURBO 1.4,5 DOOR MANUAL HATCHBACK,0.5
ALKE ATX 340E,UNCLASSIFIED,0.0
ALPHARD,ALPHARD,1.0
ALPINA,B10,0.0
ALPINA,B5 TOURER,0.0
ALPINA,D5,0.0
ALPINA B5 BITURBO,UNCLASSIFIED,0.0
ALPINA D3 B1 TURBO,UNCLASSIFIED,0.0
ALPINA D5 BI TURBO,UNCLASSIFIED,0.0
ALPINE,A110 LEGENDE AUTO,0.0
ALPINE,A110 PREMIERE EDITION AUTO,0.0
ALPINE,A110 PURE AUTO,0.2
ALTEZZA,IS300,0.0
ALVIS,TD21,0.0
ALVIS,TE 21,0.0
ALVIS,UNCLASSIFIED,0.0
AM GENERAL,m1038 humvee,0.0
APACHE,RLX250S,1.0
APACHE,RLX450 QUAD,0.0
APACHE,UNCLASSIFIED,0.0
APRILIA,1000,0.0
APRILIA,650,0.0
APRILIA,AF1,0.0
APRILIA,CAPONORD,0.0
APRILIA,CAPONORD-1200,0.0
APRILIA,CLASSIC 50,0.0
APRILIA,DORSODURO,0.08333333333333333
APRILIA,FALCO,0.0
APRILIA,FUTURA,0.0
APRILIA,HABANA,0.14285714285714285
APRILIA,LEONARDO 125,0.0
APRILIA,MANA,0.5
APRILIA,MOJITO 125,0.25
APRILIA,PEGASO 600,0.0
APRILIA,PEGASO 650,0.0
APRILIA,REPLICA 125,0.0
APRILIA,RS,0.0
APRILIA,RS 250,0.3
APRILIA,RS 50,0.16666666666666666
APRILIA,RS 660,0.0
APRILIA,RS125,0.2127659574468085
APRILIA,RS250,0.0
APRILIA,RS4 125,0.0
APRILIA,RST 1000,0.5
APRILIA,RSV,0.06666666666666667
APRILIA,RSV 4 1100 FACTORY,0.0
APRILIA,RX 125,0.2857142857142857
APRILIA,RX 50 MY06,1.0
APRILIA,RX50,0.5
APRILIA,SCARABEO 125,0.0
APRILIA,SCARABEO 50,0.0
APRILIA,SHIVER,0.0
APRILIA,SHIVER 900,0.0
APRILIA,SL,0.0
APRILIA,SL 750,0.0
APRILIA,SL 750 SHIVER,0.1
APRILIA,SL 750 SHIVER GT,0.0
APRILIA,SL1000,0.0
APRILIA,SL750,0.0
APRILIA,SONIC,0.0
APRILIA,SPORT CITY,0.0
APRILIA,SPORT CITY ONE 125,0.0
APRILIA,SPORT CITY ONE 50,0.0
APRILIA,SPORTCITY ONE 50 2T,0.0
APRILIA,SR,0.24
APRILIA,SR 125,0.0
APRILIA,SR GT 125,0.5
APRILIA,SR MOTARD 50,0.3333333333333333
APRILIA,SR50,0.13636363636363635
APRILIA,STRADA,0.0
APRILIA,SX,0.2
APRILIA,SX 125,0.0
APRILIA,SX 125 11KW,0.0
APRILIA,SX 50 MY06,0.0
APRILIA,SX50,0.0
APRILIA,SXR 50,0.0
APRILIA,SXV,0.0
APRILIA,SXV 4.5,0.0
APRILIA,SXV 5.5 08,0.0
APRILIA,SXV550,0.0
APRILIA,TUONO,0.07608695652173914
APRILIA,TUONO 1000 07,0.0
APRILIA,TUONO 1000 FACTORY 09,0.0
APRILIA,TUONO 125,0.0
APRILIA,TUONO V4 1100 FACTORY,0.0
APRILIA,TUONO V4 R APRC,0.0
APRILIA,UNCLASSIFIED,0.09090909090909091
APRILLA,UNCLASSIFIED,0.0
APRILLA RS4 125 4T,UNCLASSIFIED,0.0
ARIEL,ATOM,0.0
ARIEL,NOMAD,0.0
ARIEL,UNCLASSIFIED,0.0
ARIEL ACE,UNCLASSIFIED,0.0
ARIEL ATOM,UNCLASSIFIED,0.0
ARIEL NOMAD,UNCLASSIFIED,0.0
ARIIC,VIRON GT 125,0.0
ARMSTRONG,UNCLASSIFIED,0.0
ARTIC CAT,UNCLASSIFIED,0.0
ARTISAN,EV,0.0
ARTISAN,EV 2000,0.25
ASIA,ROCSTA,0.0
ASTON MARTIN,COUPE,0.0
ASTON MARTIN,CYGNET,0.0
ASTON MARTIN,DB11,0.041666666666666664
ASTON MARTIN,DB4,0.0
ASTON MARTIN,DB5,0.0
ASTON MARTIN,DB7,0.1595744680851064
ASTON MARTIN,DB9,0.05
ASTON MARTIN,DBS,0.01834862385321101
ASTON MARTIN,DBX V8 AUTO,0.0
ASTON MARTIN,RAPIDE,0.1282051282051282
ASTON MARTIN,UNCLASSIFIED,0.0
ASTON MARTIN,V8,0.0
ASTON MARTIN,V8 AUTO,0.0
ASTON MARTIN,V8 VANTAGE,0.09009009009009009
ASTON MARTIN,V8 VIRAGE,0.0
ASTON MARTIN,V8 VOLANTE,0.0
ASTON MARTIN,VANQUISH,0.1111111111111111
ASTON MARTIN,VANTAGE,0.07450980392156863
ASTON MARTIN,VANTAGE AMR V8,0.0
ASTON MARTIN,VANTAGE VOLANTE,0.0
ASTON MARTIN,VIRAGE,0.0
AU MINI RACING GREEN,UNCLASSIFIED,0.0
AUDI,100,0.0
AUDI,80,0.26
AUDI,90,0.16666666666666666
AUDI,A1,0.16372380132070055
AUDI,A1 CITYCARVER 30 TFSI,0.14583333333333334
AUDI,A1 CITYCARVER 35 TFSI,0.0
AUDI,A1 CITYCARVER 35 TFSI S-A,0.125
AUDI,A1 S LINE 25 TFSI S-A,0.07142857142857142
AUDI,A1 S LINE BLACK ED 25 TFSI,0.1
AUDI,A1 S LINE BLACK ED 25 TFSI S-A,0.0
AUDI,A1 S LINE BLACK ED 30 TFSI,0.0
AUDI,A1 S LINE BLACK ED 30 TFSI S-A,0.16666666666666666
AUDI,A1 S LINE BLACK ED 35 TFSI S-A,0.0
AUDI,A1 S LINE COMPETITION TFSI S-A,0.04081632653061224
AUDI,A1 S LINE VORSPRUNG 30 TFSI SA,0.0
AUDI,A1 S LINE VORSPRUNG 35 TFSI SA,0.05555555555555555
AUDI,A1 SPORT 25 TFSI S-A,0.09090909090909091
AUDI,A1 TDI,0.5
AUDI,A1 TECHNIK 25 TFSI,0.10198300283286119
AUDI,A1 TECHNIK 25 TFSI S-A,0.14705882352941177
AUDI,A1 TECHNIK 30 TFSI,0.06172839506172839
AUDI,A1 TECHNIK 30 TFSI S-A,0.0
AUDI,A2,0.3011049723756906
AUDI,A3,0.19335526917100815
AUDI,A3 35 TFSI S-LINE,0.5
AUDI,A3 CABRIOLET,0.0
AUDI,A3 E-TRON 40 S-A,0.16666666666666666
AUDI,A3 S LINE 30 TDI,0.2
AUDI,A3 S LINE 30 TFSI,0.06896551724137931
AUDI,A3 S LINE 30 TFSI MHEV S-A,0.15
AUDI,A3 S LINE 35 TDI,0.16129032258064516
AUDI,A3 S LINE 35 TDI S-A,0.1276595744680851
AUDI,A3 S LINE 35 TFSI,0.14893617021276595
AUDI,A3 S LINE 35 TFSI MHEV S-A,0.06611570247933884
AUDI,A3 S LINE 40 TFSI E S-A,0.06666666666666667
AUDI,A3 S LINE 40 TFSI QUATTRO S-A,0.0
AUDI,A3 S LINE BLACK EDITION 35 TDI,0.0
AUDI,A3 S LINE COMP 45 TFSI E SA,0.0
AUDI,A3 S LINE ED 1 35 TFSI MHEV SA,0.2
AUDI,A3 S LINE EDITION 1 35 TDI S-A,0.10714285714285714
AUDI,A3 S LINE EDITION 1 35 TFSI,0.0
AUDI,A3 S-LINE TDI,0.5
AUDI,A3 SE TECHNIK 35 TDI,0.16666666666666666
AUDI,A3 SPORT 30 TDI,0.0
AUDI,A3 SPORT 30 TFSI,0.12345679012345678
AUDI,A3 SPORT 30 TFSI MHEV S-A,0.0
AUDI,A3 SPORT 35 TDI,0.0
AUDI,A3 SPORT 35 TDI S-A,0.16666666666666666
AUDI,A3 SPORT 35 TFSI,0.0
AUDI,A3 SPORT 35 TFSI MHEV S-A,0.13636363636363635
AUDI,A3 SPORT 40 TFSI E S-A,0.08045977011494253
AUDI,A3 TDI,0.0
AUDI,A3 TDI S-LINE,0.0
AUDI,A3 TECHNIK 30 TDI,0.0
AUDI,A3 TECHNIK 30 TFSI,0.039735099337748346
AUDI,A3 TECHNIK 30 TFSI MHEV S-A,0.0
AUDI,A3 TECHNIK 35 TDI S-A,0.125
AUDI,A3 TECHNIK 35 TFSI,0.0
AUDI,A4,0.19800618769336542
AUDI,A4 A-ROAD SPT 40TDI MHEV QT SA,0.0
AUDI,A4 ALLROAD VOR 40TDI MHEV Q SA,0.0
AUDI,A4 AROAD SPT 45TFSI MHEV QT SA,0.0
AUDI,A4 AVANT,0.0
AUDI,A4 S LINE,0.0
AUDI,A4 S LINE 30 TDI MHEV S-A,0.25
AUDI,A4 S LINE 30 TDI S-A,0.07692307692307693
AUDI,A4 S LINE 35 TDI MHEV S-A,0.15
AUDI,A4 S LINE 35 TFSI MHEV,0.2
AUDI,A4 S LINE 35 TFSI MHEV S-A,0.12
AUDI,A4 S LINE 40 TDI MHEV QUAT SA,0.25
AUDI,A4 S LINE 40 TFSI MHEV S-A,0.1111111111111111
AUDI,A4 S LINE 45 TFSI MHEV QUAT SA,0.0
AUDI,A4 S LINE BLACK ED 30 TDI S-A,0.0
AUDI,A4 S LINE BLK ED 35 TFSI MHEV,0.16666666666666666
AUDI,A4 S LN BLACK ED 30TDI MHEV SA,0.0
AUDI,A4 S LN BLACK ED 35TDI MHEV SA,0.17391304347826086
AUDI,A4 S LN BLK ED 35 TFSI MHEV SA,0.08737864077669903
AUDI,A4 S LN BLK ED 40 TFSI MHEV SA,0.07954545454545454
AUDI,A4 S LN BLK ED 40TDI MHEV Q SA,0.0
AUDI,A4 S LN VSPRNG 40 TFSI MHEV SA,0.0
AUDI,A4 S LN VSPRNG 40TDI MHEV Q SA,0.0
AUDI,A4 S LN VSPRUNG 30 TDI MHEV SA,0.0
AUDI,A4 S-LINE TDI,0.0
AUDI,A4 S-LINE TDI QUATTRO,0.0
AUDI,A4 SLN BLK ED 45TFSI MHEV Q SA,0.0
AUDI,A4 SLN VSPRNG 45TFSI MHEV Q SA,0.0
AUDI,A4 SPORT 30 TDI MHEV S-A,0.0
AUDI,A4 SPORT 35 TDI MHEV S-A,0.09090909090909091
AUDI,A4 SPORT 35 TFSI MHEV S-A,0.16666666666666666
AUDI,A4 SPORT 40 TFSI MHEV S-A,0.0
AUDI,A4 SPORT ED 35 TFSI MHEV S-A,0.0
AUDI,A4 SPORT ED 40 TFSI MHEV S-A,0.0
AUDI,A4 SPORT ED 40TDI MHEV QUAT SA,0.0
AUDI,A4 SPORT EDITION 30TDI MHEV SA,0.0
AUDI,A4 SPORT EDITION 35 TFSI MHEV,0.0
AUDI,A4 SPORT EDITION 35TDI MHEV SA,0.25
AUDI,A4 TECHNIK 30 TDI MHEV S-A,0.1111111111111111
AUDI,A4 TECHNIK 30 TDI S-A,0.15384615384615385
AUDI,A4 TECHNIK 35 TDI MHEV S-A,0.14814814814814814
AUDI,A4 TECHNIK 35 TDI S-A,0.045454545454545456
AUDI,A4 TECHNIK 35 TFSI,0.07692307692307693
AUDI,A4 TECHNIK 35 TFSI MHEV,0.0
AUDI,A4 TECHNIK 35 TFSI MHEV S-A,0.09090909090909091
AUDI,A4 TECHNIK 35 TFSI S-A,0.07142857142857142
AUDI,A4 TFSI,0.0
AUDI,A5,0.1516919486581097
AUDI,A5 S LINE 35 TDI MHEV S-A,0.13636363636363635
AUDI,A5 S LINE 35 TFSI MHEV S-A,0.1111111111111111
AUDI,A5 S LINE 40 TDI MHEV QUAT SA,0.14285714285714285
AUDI,A5 S LINE 40 TFSI MHEV S-A,0.07575757575757576
AUDI,A5 S LINE 45 TFSI MHEV QUAT SA,0.25
AUDI,A5 S LINE ED 1 35 TDI MHEV SA,0.0
AUDI,A5 S LINE ED 1 35 TFSI MHEV SA,0.0
AUDI,A5 S LINE ED 1 40 TDI QUAT S-A,0.0
AUDI,A5 S LINE ED 1 40 TFSI MHEV SA,0.02564102564102564
AUDI,A5 S LN ED 1 45 TFSI MHEV Q SA,0.0
AUDI,A5 S LN VOR 40TDI MHEV QUAT SA,0.5
AUDI,A5 S LN VSPRNG 40 TFSI MHEV SA,0.0
AUDI,A5 S LNE ED 1 40TDI MHEV Q SA,0.25
AUDI,A5 SPORT 35 TDI MHEV S-A,0.0625
AUDI,A5 SPORT 35 TFSI MHEV S-A,0.09090909090909091
AUDI,A5 SPORT 40 TFSI MHEV S-A,0.09090909090909091
AUDI,A5 TFSI S-LINE,0.0
AUDI,A5RS5,0.0
AUDI,A6,0.15472570246928596
AUDI,A6 AROAD SPORT 55TFSI MHEV Q A,0.0
AUDI,A6 AROAD SPT 45TDI MHEV QUAT A,0.0
AUDI,A6 AROAD SPT 50TDI MHEV QUAT A,0.0
AUDI,A6 AROAD VOR 50TDI MHEV QUAT A,0.0
AUDI,A6 AROAD VOR 55TFSI MHEV QTO A,0.0
AUDI,A6 S LINE 40 TDI MHEV QUAT S-A,0.0
AUDI,A6 S LINE 40 TDI MHEV S-A,0.0
AUDI,A6 S LINE 40 TFSI MHEV S-A,0.0
AUDI,A6 S LINE 45 TFSI MHEV QUAT SA,0.08333333333333333
AUDI,A6 S LINE 50 TDI MHEV QUAT A,0.0
AUDI,A6 S LINE 50 TFSI E QUATTRO SA,0.0
AUDI,A6 S LINE BLACK ED 40 TDI SA,0.10084033613445378
AUDI,A6 S LN BLK ED 45 TFSI QUAT SA,0.10526315789473684
AUDI,A6 S LN BLK ED 50 TDI MHEV Q A,0.2
AUDI,A6 S LN BLK ED45TFSI MHEV Q SA,0.10526315789473684
AUDI,A6 S LNE BLK ED 40 TDI QUAT SA,0.08695652173913043
AUDI,A6 S LNE BLK ED 50 TDI QUAT SA,0.0
AUDI,A6 S-LINE TDI,0.0
AUDI,A6 SLN BLK ED 50TFSI E QUAT SA,0.0
AUDI,A6 SLN BLK ED 55TFSI MHEV Q SA,0.0
AUDI,A6 SLN VOR 45TFSI MHEV QUAT SA,0.25
AUDI,A6 SPORT 40 TDI MHEV QUAT S-A,0.0
AUDI,A6 SPORT 40 TFSI MHEV S-A,0.0
AUDI,A6 SPORT 45 TFSI MHEV QUAT SA,0.0
AUDI,A6 SPORT 50 TDI MHEV QUATTRO A,0.0
AUDI,A6 SPORT 50 TFSI E QUATTRO S-A,0.037037037037037035
AUDI,A7,0.12090680100755667
AUDI,A7 BLACK ED 50 TFSI E QUAT S-A,0.0
AUDI,A7 COMPETITION 55TFSI E QTO SA,0.0
AUDI,A7 S LINE 45 TFSI MHEV QUAT SA,0.0
AUDI,A7 S LINE BLK ED 40TDI MHEV SA,0.0
AUDI,A7 S LINE EXC 40 TDI MHEV SA,0.0
AUDI,A7 S LN BLK ED 40TDI MHEV Q SA,0.3333333333333333
AUDI,A7 S LN BLK ED 50TDI MHEV Q SA,0.0
AUDI,A7 S-LN BLK ED45 TFSI QUAT S-A,0.375
AUDI,A7 SLN BLK ED 45TFSI MHEV Q SA,0.0
AUDI,A7 SPORT 50 TFSI E QUATTRO S-A,0.0
AUDI,A8,0.11724137931034483
AUDI,A8 60 TFSI E QUATTRO AUTO,0.0
AUDI,A8 BLACK ED 50 TDI MHEV QUAT A,0.0
AUDI,A8 L S LNE 55 TFSI MHEV QUAT A,0.0
AUDI,A8 L SPORT 60 TFSI E QUATTRO A,0.0
AUDI,A8 LAUNCH ED 50TDI MHEV QUAT A,0.0
AUDI,A8 S LINE 50TDI MHEV QUATTRO A,0.0
AUDI,A8 S LINE 60 TFSI E QUATTRO A,0.0
AUDI,A8 S LINE BLK ED 50 TDI QUAT A,0.125
AUDI,A8 S LN BLACK ED 55TFSI QUAT A,0.0
AUDI,ALL ROAD AVANT,0.14285714285714285
AUDI,ALLROAD,0.2127659574468085
AUDI,AVANT,0.25
AUDI,CABRIOLET,0.2571428571428571
AUDI,CONVERTIBLE,0.2222222222222222
AUDI,COUPE,0.1388888888888889
AUDI,E-TRON,0.11637931034482758
AUDI,E-TRON BLACK EDITION 50 QUAT,0.05263157894736842
AUDI,E-TRON BLACK EDITION 55 QUAT,0.0
AUDI,E-TRON GT VORSPRUNG QUATTRO,0.0
AUDI,E-TRON LAUNCH EDITION 50 QUAT,0.25
AUDI,E-TRON S LINE 50 QUATTRO,0.05555555555555555
AUDI,E-TRON S LINE 55 QUATTRO,0.08974358974358974
AUDI,E-TRON S QUATTRO,0.0
AUDI,E-TRON SPORT 50 QUATTRO,0.05555555555555555
AUDI,E-TRON SPORT 55 QUATTRO,0.0
AUDI,E-TRON TECHNIK 50 QUATTRO,0.07692307692307693
AUDI,E-TRON TECHNIK 55 QUATTRO,0.047619047619047616
AUDI,E-TRON VORSPRUNG 55 QUATTRO,0.0
AUDI,Q 5 TDI,0.0
AUDI,Q2,0.06346049538962213
AUDI,Q2 S LINE VORSPRUNG 35 TFSI SA,0.0
AUDI,Q2 S-LN VSPRUNG40 TFSI QUAT SA,0.0
AUDI,Q2 TECHNIK 30 TDI,0.13793103448275862
AUDI,Q2 TECHNIK 30 TFSI,0.06930693069306931
AUDI,Q2 TECHNIK 35 TFSI S-A,0.07142857142857142
AUDI,Q3,0.14843660519986257
AUDI,Q3 S LINE 35 TDI QUATTRO,0.0
AUDI,Q3 S LINE 35 TDI QUATTRO S-A,0.1875
AUDI,Q3 S LINE 35 TDI S-A,0.07964601769911504
AUDI,Q3 S LINE 35 TFSI,0.07534246575342465
AUDI,Q3 S LINE 35 TFSI MHEV S-A,0.06493506493506493
AUDI,Q3 S LINE 40 TDI QUATTRO S-A,0.029411764705882353
AUDI,Q3 S LINE 40 TFSI QUATTRO S-A,0.021739130434782608
AUDI,Q3 S LINE 45 TFSI QUATTRO S-A,0.06756756756756757
AUDI,Q3 S LINE BLACK ED 35 TFSI,0.0
AUDI,Q3 S LINE ED 1 35 TDI QUAT S-A,0.5
AUDI,Q3 S LINE ED 1 40 TDI QUAT SA,0.0
AUDI,Q3 S LINE EDITION 1 35 TDI S-A,0.07142857142857142
AUDI,Q3 S LINE EDITION 1 35 TFSI,0.08333333333333333
AUDI,Q3 S LINE VOR 40 TFSI QUAT S-A,0.05128205128205128
AUDI,Q3 S LINE VOR 45 TFSI QUAT S-A,0.047619047619047616
AUDI,Q3 S LINE VORSPRUNG 35 TDI S-A,0.05263157894736842
AUDI,Q3 S LN BLK ED 35 TFSI MHEV SA,0.034482758620689655
AUDI,Q3 S LN BLK ED 45 TFSI QUAT SA,0.0
AUDI,Q3 S LN VSPRUNG 35 TDI QUAT SA,0.0
AUDI,Q3 S LN VSPRUNG 35TFSI MHEV SA,0.1111111111111111
AUDI,Q3 S LNE BLK ED 40 TDI QUAT SA,0.1
AUDI,Q3 S-LN V-SPRUNG 40TDI QUAT SA,0.14285714285714285
AUDI,Q3 SPORT 35 TDI QUATTRO,0.125
AUDI,Q3 SPORT 35 TDI QUATTRO S-A,0.15384615384615385
AUDI,Q3 SPORT 35 TDI S-A,0.08196721311475409
AUDI,Q3 SPORT 35 TFSI,0.05555555555555555
AUDI,Q3 SPORT 35 TFSI MHEV S-A,0.0594059405940594
AUDI,Q3 SPORT 40 TDI QUATTRO S-A,0.14285714285714285
AUDI,Q3 SPORT 40 TFSI QUATTRO S-A,0.0967741935483871
AUDI,Q3 TDI QUATTRO,0.0
AUDI,Q3 TECHNIK 35 TDI QUATTRO S-A,0.0
AUDI,Q3 TECHNIK 35 TDI S-A,0.0
AUDI,Q3 TECHNIK 35 TFSI,0.16666666666666666
AUDI,Q3 TECHNIK 35 TFSI MHEV S-A,0.0
AUDI,Q4 E-TRON EDITION 1 40,0.0
AUDI,Q4 E-TRON S LINE 35,0.0
AUDI,Q4 E-TRON S LINE 40,0.16666666666666666
AUDI,Q4 E-TRON S LINE LAUNCH ED 40,0.0
AUDI,Q4 E-TRON SPORT 40,0.0
AUDI,Q5,0.12741391641974048
AUDI,Q5 COMP 55 TFSI E QUATTRO S-A,0.0
AUDI,Q5 S LINE 45 TFSI MHEV QUAT SA,0.04878048780487805
AUDI,Q5 S LINE 50 TFSI E QUATTRO SA,0.0
AUDI,Q5 S LN COMP 55 TFSI E QUAT SA,0.05747126436781609
AUDI,Q5 S LN ED1 40TDI MHEV QUAT SA,0.3333333333333333
AUDI,Q5 S LNE VOR 50 TFSI E QUAT SA,0.0
AUDI,Q5 SLN BLK ED 50TFSI E QUAT SA,0.0
AUDI,Q5 SLN ED1 45TFSI MHEV QUAT SA,0.08333333333333333
AUDI,Q5 SPORT 40 TDI MHEV QUAT S-A,0.125
AUDI,Q5 SPORT 45 TFSI MHEV QUAT S-A,0.0
AUDI,Q5 VOR 45 TFSI MHEV QUAT S-A,0.0
AUDI,Q5 VOR COMP 55 TFSI E QUAT S-A,0.0625
AUDI,Q7,0.1457149352125483
AUDI,Q7 S LINE 45 TDI MHEV QUAT A,0.09090909090909091
AUDI,Q7 S LINE 50 TDI MHEV QUAT A,0.08695652173913043
AUDI,Q7 S LINE 55 TFSI E QUATTRO A,0.09523809523809523
AUDI,Q7 S LINE 55 TFSI MHEV QUAT A,0.0
AUDI,Q7 S LN COMP 60 TFSI E QUAT A,0.5
AUDI,Q7 S LN VOR 50 TDI MHEV QUAT A,0.0
AUDI,Q7 SE QUATTRO TDI,0.0
AUDI,Q7 SLN BLK ED 45TDI MHEV QTO A,0.0967741935483871
AUDI,Q7 SLN BLK ED 50TDI MHEV QTO A,0.0
AUDI,Q7 SLN BLK ED 55 TFSI E QUAT A,0.0
AUDI,Q7 SLN BLK ED 55TFSI MHEV QT A,0.08695652173913043
AUDI,Q7 SLN VOR 55 TFSI MHEV QUAT A,0.2
AUDI,Q7 SPORT 45 TDI MHEV QUATTRO A,0.13636363636363635
AUDI,Q7 SPORT 55 TFSI E QUATTRO A,0.0
AUDI,Q7 SPORT 55 TFSI MHEV QUAT A,0.0
AUDI,Q8,0.07327586206896551
AUDI,Q8 S LINE 50TDI MHEV QUATTRO A,0.16666666666666666
AUDI,Q8 S LINE 55 TFSI MHEV QUAT A,0.07692307692307693
AUDI,Q8 S LINE ED 1 50 TDI QUAT A,0.10526315789473684
AUDI,Q8 SLN BLK ED 50 TDI MHEV QT A,0.09090909090909091
AUDI,Q8 SLN BLK ED 55TFSI MHEV QT A,0.0
AUDI,Q8 SLN ED 1 55 TFSI MHEV QTO A,0.0
AUDI,Q8 SLN VOR 55 TFSI MHEV QUAT A,0.09090909090909091
AUDI,QUATTRO,0.23529411764705882
AUDI,R8,0.0594059405940594
AUDI,R8 V10 RWD S-A,0.0
AUDI,RS,0.1111111111111111
AUDI,RS 3 QUATTRO,0.0
AUDI,RS 4 BRONZE ED TFSI QUAT A,0.0
AUDI,RS 4 CARBON BLACK TFSI QUAT A,0.06666666666666667
AUDI,RS 4 VORSPRUNG TFSI QUATTRO A,0.0
AUDI,RS 5 CARBON BLACK TFSI QUAT A,0.07142857142857142
AUDI,RS 5 VORSPRUNG TFSI QUATTRO A,0.0
AUDI,RS 6,0.0
AUDI,RS 6 CRBN BLK TFSI MHEV QUAT A,0.1111111111111111
AUDI,RS 6 V-SPRUNG TFSI MHEV QUAT A,0.1
